order_item_id	order_item_name	order_item_type	order_id
7275	Bluedart/DTDC Express	shipping	779624
7276	Original DJI Mavic Mini Mini2 Body Shell Middle Frame Bottom Upper Battery Cover - DJI Mini 2 Top shell	line_item	779625
7277	Extra fee for COD	fee	779625
7278	Amount to Pay at the time of delivery	fee	779625
7279	Bluedart/DTDC Express	shipping	779625
7286	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++ - 1 Piece	line_item	779630
7287	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair Cover ++	line_item	779630
7288	Speed post	shipping	779630
7297	5PCS Permanent Tattoo Removal Cream Painless Maximum Strength Eyebrow Remover	line_item	779645
7298	Extra fee for COD	fee	779645
7299	Amount to Pay at the time of delivery	fee	779645
7300	Courier	shipping	779645
7301	5PCS Permanent Tattoo Removal Cream Painless Maximum Strength Eyebrow Remover	line_item	779646
7302	Courier	shipping	779646
7429	DJI Phantom 4Pro Gimbal Roll-Axis Bracket Pitch Bracket Flat Cable Yaw Motor	line_item	787928
7430	Extra fee for COD	fee	787928
7431	Amount to Pay at the time of delivery	fee	787928
7432	Speed post	shipping	787928
7444	20-100x For Braun Probe Cover Replacement Len Ear Thermometer Filter Cap	line_item	792214
7445	Courier	shipping	792214
7483	Apple Pencil - Brand New - Ipad 2018 - 2022	line_item	808127
7484	Bluedart/DTDC Express	shipping	808127
7485	Stencil Solder Steel Template for GTX1060-GP104 BGA Station	line_item	808882
7486	Extra fee for COD	fee	808882
7487	Amount to Pay at the time of delivery	fee	808882
7488	Bluedart/DTDC Express	shipping	808882
7631	Scar Removal Cream Repairing Burn Scratch Pimples Scars For All Skin	line_item	811917
7632	Extra fee for COD	fee	811917
7633	Amount to Pay at the time of delivery	fee	811917
7634	Courier/India post	shipping	811917
7665	Saroj Organics Skin Glow Dark Spot Pigmentation Dull Skin & Whitening Cream 50g	line_item	811930
7666	Extra fee for COD	fee	811930
7667	Amount to Pay at the time of delivery	fee	811930
7668	Courier/India post	shipping	811930
7683	Scar Removal Cream Repairing Burn Scratch Pimples Scars For All Skin	line_item	811936
7684	Extra fee for COD	fee	811936
7685	Amount to Pay at the time of delivery	fee	811936
7686	Courier/India post	shipping	811936
7701	Original New Mavic Mini and Mini 2 Gimbal Vibration Absorbing Rubber Gimbal Vibr	line_item	825801
7702	Extra fee for COD	fee	825801
7703	Amount to Pay at the time of delivery	fee	825801
7704	Courier/India post	shipping	825801
7729	Wrinkle Bounce Multi-Moisture Balm Stick, Hydrating Moisturizing For Q2G8 T4Z6	line_item	844389
7730	Courier/India post	shipping	844389
7928	1-20 PCS Plant Root Growing Box  Reusable Air Layering Pods for Fast Propagation	line_item	930422
7929	Courier/India post	shipping	930422
8054	2M PTFE PT100 RTD 3 Wire Temperature Sensor Oil Waterproof Anti-corrosion	line_item	973594
8055	Courier/India post	shipping	973594
8168	MDQ 150A 1600V Single-Phase Diode Bridge Rectifier Good Heat Dissipation	line_item	997511
8169	Extra fee for COD	fee	997511
8170	Amount to Pay at the time of delivery	fee	997511
8171	Courier/India post	shipping	997511
8172	xxya2yaa	coupon	997511
8233	JSkin Beauty Hydra Moist Ice Water Sleeping Mask Hydramoists for Women Men 100g	line_item	1009564
8234	Economy	shipping	1009564
8340	Tattoo Removal Cream Natural Safe Bleaching Corrector Pigment Cleaning Liquid	line_item	1012087
8341	Priority	shipping	1012087
8342	Aluminum Alloy Wheel Rims Wheel Hubs Replacement for 1/10 Drift RC Car 4PCS/Set	line_item	1012088
8343	Extra fee for COD	fee	1012088
8344	Gift wrapper	fee	1012088
8345	Amount to Pay at the time of delivery	fee	1012088
8346	Economy	shipping	1012088
8388	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++ - 1 Piece	line_item	1012172
8389	Economy	shipping	1012172
8400	Peach Wooden Comb Anti-static Handmade Carved Sandalwood Combs Hair Care Massage	line_item	1012188
8401	Economy	shipping	1012188
8723	Tattoo Removal Cream Maximum Strength Tattoo Inks Permanent no pain - 12g	line_item	1012550
8724	Extra fee for COD	fee	1012550
8725	Amount to Pay at the time of delivery	fee	1012550
8726	Economy	shipping	1012550
9205	Skynpure-Pure Collagen Films,Highprime Collagen Film Mask For Forehead Cheeks	line_item	1092735
9206	2% discount	fee	1092735
9207	Priority	shipping	1092735
9249	New Zealand Bee Venom Professional Care Gel, Wewersh Bee Venom Treatment	line_item	1092749
9250	2% discount	fee	1092749
9251	Priority	shipping	1092749
9263	3ml 12 Hours Wart Remover Pen Skin Tag Eliminate Foot Corn Wart Unisex,	line_item	1092754
9264	2% discount	fee	1092754
9265	Priority	shipping	1092754
9308	Hair Darkening Shampoo 100g Natural Polygonum Essence Shampoo Bar SALE Y8U9	line_item	1092768
9309	2% discount	fee	1092768
9310	Priority	shipping	1092768
9458	3ml 12 Hours Wart Remover Pen Skin Tag Eliminate Foot Corn Wart Unisex.	line_item	1092820
9459	Economy	shipping	1092820
9551	SP-4 Probiotic Toothpaste SP-4 Brightening Toothpaste Fresh Breath-Toothpaste - Red (Whitening effect)	line_item	1092853
9552	2% discount	fee	1092853
9553	Priority	shipping	1092853
9554	50 Ruby Roman Grape Seeds Vitis Vinifera Organic Fruit Seed Heirloom	line_item	1092854
9555	Gift wrapper	fee	1092854
9556	Economy	shipping	1092854
9954	New Zealand Bee Venom Professional Care Gel, Wewersh Bee Venom Treatment	line_item	1093022
9955	Extra fee for COD	fee	1093022
9957	Amount to Pay at the time of delivery	fee	1093022
9958	Economy	shipping	1093022
9960	2% discount	fee	1093022
10259	Blue Lotus Nymphaea Caerulea Handpicked Dried Flower for Natural Herbal Tea	line_item	1093137
10260	2% discount	fee	1093137
10261	Priority	shipping	1093137
10813	Nature's Remedy: Bang Duo Fu Qi Cao Gang Mu Ru Gao Cream - Herbal Soothing for Discomfort	line_item	1093317
10815	Economy	shipping	1093317
10817	2% discount	fee	1093317
10849	Advanced Formula Wart Remover Pen: Eliminate Skin Tags, Foot Corns, and Warts Effortlessly	line_item	1093327
10850	Extra fee for COD	fee	1093327
10851	2% discount	fee	1093327
10852	Amount to Pay at the time of delivery	fee	1093327
10853	Economy	shipping	1093327
10937	Premium Comfort Ear Pads and Headband Replacement for Sennheiser HD800 HD800S Headphones	line_item	1093355
10938	2% discount	fee	1093355
10939	Economy	shipping	1093355
11469	Blue Lotus Nymphaea Caerulea Handpicked Dried Flower for Natural Herbal Tea	line_item	1093643
11470	Extra fee for COD	fee	1093643
11471	2% discount	fee	1093643
11472	Amount to Pay at the time of delivery	fee	1093643
11473	Economy	shipping	1093643
11566	All Natural Organic Blue Lotus Nymphaea Caerulea Dried Herbal Tea Flower, 13G	line_item	1093697
11567	Extra fee for COD	fee	1093697
11568	2% discount	fee	1093697
11569	Amount to Pay at the time of delivery	fee	1093697
11570	Economy	shipping	1093697
11588	Ultimate Glide: 2 Sets Mouse Skates for MM720 Gaming Mouse Feet Replacement for Smoother Gameplay	line_item	1093717
11589	2% discount	fee	1093717
11590	Priority	shipping	1093717
11792	Lightning Adapter for Headphones, Charging & Data Transfer - 3.5mm AUX, USB OTG Cable	line_item	1094155
11793	2% discount	fee	1094155
11794	Priority	shipping	1094155
12061	SM57 Dynamic Microphone: Unidirectional Vocal Mic for Presentations, Live Performances, & Home Studio Recording	line_item	1094250
12062	2% discount	fee	1094250
12063	Economy	shipping	1094250
12168	BM-8 Crystal-Clear Hard Plastic LCD Monitor Screen Protector Cover for Nikon D300 & D300S	line_item	1094284
12169	Economy	shipping	1094284
12425	Type-C USB-C Adapter Cable for Dell Power Bank Plus PW7015L PW7015M: Charge Your Devices Efficiently	line_item	1094380
12426	Economy	shipping	1094380
12435	Organic Juicy Red Dates: 250g of Dried Spring Jujube Fruit for Vitality and Wellbeing	line_item	1094382
12436	Snow White Tremella: 500g Organic Fungus for Health and Radiance	line_item	1094382
12437	Extra fee for COD	fee	1094382
12438	2% discount	fee	1094382
12439	Amount to Pay at the time of delivery	fee	1094382
12440	Economy	shipping	1094382
12540	Organic Erythroxylum novogranatense Seeds: Premium Quality for Optimal Germination	line_item	1094413
12541	2% discount	fee	1094413
12542	Economy	shipping	1094413
12546	Organic Erythroxylum novogranatense Seeds: Premium Quality for Optimal Germination	line_item	1094414
12547	2% discount	fee	1094414
12548	Economy	shipping	1094414
12560	Organic Erythroxylum novogranatense Seeds: Premium Quality for Optimal Germination	line_item	1094416
12561	2% discount	fee	1094416
12562	Economy	shipping	1094416
12583	Premium Organic Erythroxylum novogranatense Seeds: High Germination for Vibrant Landscapes	line_item	1094438
12584	Extra fee for COD	fee	1094438
12585	2% discount	fee	1094438
12586	Amount to Pay at the time of delivery	fee	1094438
12587	Economy	shipping	1094438
12732	Professional Optical Glass CPL UV ND Filter Set for DJI OSMO Action 2 Camera	line_item	1094487
12733	2% discount	fee	1094487
12734	Economy	shipping	1094487
12820	Vintage Brass Earpick Curette for Ear Cleaning: Remove Earwax and Debris Effectively	line_item	1094510
12821	2% discount	fee	1094510
12822	Economy	shipping	1094510
12823	Vintage Brass Earpick Curette for Ear Cleaning: Remove Earwax and Debris Effectively	line_item	1094511
12824	2% discount	fee	1094511
12825	Economy	shipping	1094511
12991	Vertical Ear Correction Patches: 6-Piece Set for Discreet Ear Shaping & Contouring.	line_item	1094759
12992	Extra fee for COD	fee	1094759
12994	Amount to Pay at the time of delivery	fee	1094759
12995	Priority	shipping	1094759
12996	2% discount	fee	1094759
6467	136 Keys EVANGELION-02 Keycaps EVA Second Machine MA Profile PBT Dye-Sub Keycaps	line_item	772548
6468	Shipping	shipping	772548
6477	Ginseng Gold Polypeptide Anti-Ageing Anti-Wrinkle Essence	line_item	772555
6478	Shipping	shipping	772555
6485	For Thinkpad P52 X395 L850-GL T480 X280 X395 Internal WWAN LTE 4G Antenna	line_item	772558
6486	Bluedart/DTDC Express Shipping	shipping	772558
6727	BORUiT V10 LED Keychain EDC Flashlight Type-C Rechargeable V3 Torch Work Light	line_item	774155
6728	Speed post	shipping	774155
6786	Wall Mount Bracket For Alexa Echo Dot 2nd Generation Sperker - White	line_item	774218
6787	Courier	shipping	774218
6807	Large-Eye Plastic Sewing Needles Yarn Sewing, Learning Needles for DIY 2.76 inch (20 Pieces)	line_item	774220
6808	Stitch Markers Locking type 50 Nos Mixed Color Plastic for Hand Knitting Wool Sewing Crochet Clip Knitting Crochet Markers	line_item	774220
6809	Plastic Needle Wholesale Large Eye needle 100 Nos for Wool Sewing Embroidery Tapestry Cross Darning Stitchery Craft Choose length - 9cm	line_item	774220
6810	Plastic Needle Wholesale Large Eye needle 100 Nos for Wool Sewing Embroidery Tapestry Cross Darning Stitchery Craft Choose length - 15cm	line_item	774220
6811	Circular Knitting Needle Stainless Steel with Steel Wire Lace 1 Piece 80 cm length Size 6 to Size 16 Choose size - Size 6	line_item	774220
6812	Circular Knitting Needle Stainless Steel with Steel Wire Lace 1 Piece 80 cm length Size 6 to Size 16 Choose size - Size 7	line_item	774220
6813	Circular Knitting Needle Stainless Steel with Steel Wire Lace 1 Piece 80 cm length Size 6 to Size 16 Choose size - Size 8	line_item	774220
6831	-₹5,015 fee	fee	774220
6850	BORUiT V10 LED Keychain EDC Flashlight Type-C Rechargeable V3 Torch Work Light	line_item	774260
6852	Speed post	shipping	774260
6865	Processing fee	fee	774260
6889	BORUiT V10 LED Keychain EDC Flashlight Type-C Rechargeable V3 Torch Work Light	line_item	774276
6890	COD Fee	fee	774276
6891	Speed post	shipping	774276
6897	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++ - 1 Piece	line_item	774278
6898	Processing fee	fee	774278
6899	Speed post	shipping	774278
6962	Original Mini3 Propeller For DJI Mini 3 Low Noise Propellers Blades with Screws	line_item	774320
6963	Bluedart/DTDC Express	shipping	774320
6981	BORUiT V10 LED Keychain EDC Flashlight Type-C Rechargeable V3 Torch Work Light	line_item	774334
6983	Bluedart/DTDC Express	shipping	774334
6984	Processing fee	fee	774334
7026	BLUE LOTUS Nymphaea Caerulea Hand Picked Dried Flower Natural Herbal Tea 5g	line_item	774351
7027	Courier	shipping	774351
7060	BORUiT V10 LED Keychain EDC Flashlight Type-C Rechargeable V3 Torch Work Light	line_item	774357
7061	Processing fee	fee	774357
7062	Speed post	shipping	774357
7068	SP621E Bluetooth Pixel Controller For WS2811 WS2812B WS2813 IC LED Strip light	line_item	774361
7069	Speed post	shipping	774361
7070	Brand-New CPU GPU Fans for AERO 15 OLED 17 RX7G RP77 RP75W VGA Fan Cooler	line_item	774362
7071	Bluedart/DTDC Express	shipping	774362
7072	BORUiT V10 LED Keychain EDC Flashlight Type-C Rechargeable V3 Torch Work Light	line_item	774363
7073	Courier	shipping	774363
7077	5 in 1 ZL ZR L SL SR Button Key Ribbon Flex Cable for Switch Joy Con Controller	line_item	774368
7078	Courier	shipping	774368
7080	Female 5.5X2.5mm to male 4-Pin Cable Lead Just a 4-Pin cable for power supply	line_item	774369
7081	Speed post	shipping	774369
7088	PC Sync Terminal Cap / Battery Grip Covers For Fujifilm X-T1 X-T2 X-T3   hot	line_item	775328
7089	Speed post	shipping	775328
7107	Battery Door Cover Lid Cap For Nikon D700 Digital Camera Repair Part Accessories	line_item	775345
7108	Speed post	shipping	775345
7112	Laptop DC Tip Converter 5.5 x 2.1mm female To 4.0 x 1.7mm male for HP Compaq & Others	line_item	775352
7113	Speed post	shipping	775352
7126	50+ Carolina Reaper Chili Pepper Seeds Hottest Peppers Seed Vegetable Organic	line_item	775357
7127	Speed post	shipping	775357
7139	Protein Earpads Ear Pads Cushion for Plantronic BLACKWIRE 5220 5210 7225 Headset	line_item	775381
7140	Bluedart/DTDC Express	shipping	775381
7141	BLUE LOTUS Nymphaea Caerulea Hand Picked Dried Flower Natural Herbal Tea 5g	line_item	775395
7142	Speed post	shipping	775395
7143	Original Mini3 Propeller For DJI Mini 3 Low Noise Propellers Blades with Screws	line_item	775396
7144	Speed post	shipping	775396
7152	Organic Ear Support Elixir Tinnitus Relief for Ringing Ear Discomfort Ear Drops	line_item	775543
7153	Speed post	shipping	775543
7160	Original Mini3 Propeller For DJI Mini 3 Low Noise Propellers Blades with Screws	line_item	775560
7161	Speed post	shipping	775560
7162	Cooked Pu-erh Tea Loose Leaf Ripened Tea Yunnan Black Puer Tea China Bulk Health	line_item	775561
7163	Courier	shipping	775561
7182	USB Power Cable for Amazon Echo Dot (3rd & 4th Gen Only), Echo Dot with Clock, Echo Dot Kids Edition, Echo Show 5, Echo Spot, Fire TV Cube	line_item	775745
7184	Speed post	shipping	775745
7185	COD Fee	fee	775745
7195	BORUiT V10 LED Keychain EDC Flashlight Type-C Rechargeable V3 Torch Work Light	line_item	778382
7196	COD Fee	fee	778382
7197	Courier	shipping	778382
7204	Magnetic Gunsmith Level Scope Magnetic Level Small Bubble Spirit Level Tool	line_item	778389
7205	Bluedart/DTDC Express	shipping	778389
7206	BLUE LOTUS Hand Picked Dried Flower 100% Organic Ceylon Nymphaea Caerulea 25grams	line_item	778403
7207	Speed post	shipping	778403
7216	Blue Lotus Flower Herbal Tea Nymphaea Caerulea 100% Organic Herbal 20g	line_item	778435
7217	Extra fee for COD	fee	778435
7218	Amount to Pay at the time of delivery	fee	778435
7219	Speed post	shipping	778435
7231	BORUiT V10 LED Keychain EDC Flashlight Type-C Rechargeable V3 Torch Work Light	line_item	779582
7232	Extra fee for COD	fee	779582
7233	Amount to Pay at the time of delivery	fee	779582
7234	Speed post	shipping	779582
7235	BORUiT V10 LED Keychain EDC Flashlight Type-C Rechargeable V3 Torch Work Light	line_item	779583
7236	Speed post	shipping	779583
7241	For Thinkpad P52 X395 L850-GL T480 X280 X395 Internal WWAN LTE 4G Antenna	line_item	779586
7242	Processing fee	fee	779586
7243	Courier	shipping	779586
7248	Laptop DC Power Adapter Tips (10 Pcs) Universal 5.5x2.1mm Connector Power Supply Input Jack Plug for Lenovo Thinkpad, Dell, Sony, Toshiba, ASUS, HP etc	line_item	779590
7249	Extra fee for COD	fee	779590
7250	Amount to Pay at the time of delivery	fee	779590
7251	Speed post	shipping	779590
7256	2 Sets Carburetor Carb Repair Rebuild Kit For Hyosung GV250 Aquila UM V2C 250T	line_item	779601
7257	Bluedart/DTDC Express	shipping	779601
7270	Natural Hair Growth Oil -Veganic Organic Natural Hair Growth	line_item	779623
7271	Extra fee for COD	fee	779623
7272	Amount to Pay at the time of delivery	fee	779623
7273	Speed post	shipping	779623
7280	Natural Hair Growth Oil -Carvenchi Veganic Organic Natural Hair Growth	line_item	779626
7281	Speed post	shipping	779626
7282	600 Sea Buckthorn Seeds Hippophae rhamnoides Organic Fruit	line_item	779627
7283	1 Pack 600 Sea Buckthorn Seeds Hippophae rhamnoides Organic Fruit	line_item	779627
7284	Processing fee	fee	779627
7285	Bluedart/DTDC Express	shipping	779627
7291	REN Advanced Collagen Boost Anti Aging Serum, Reduces Wrinkle Face Serum	line_item	779632
7292	Courier	shipping	779632
7293	Ghost Bond Glue XL Classic & Ghost Bond Remover Combo Lace Headgear Wig Glue plus remover set	line_item	779642
7294	Speed post	shipping	779642
7295	Plastic Needle Wholesale Large Eye needle 100 Nos for Wool Sewing Embroidery Tapestry Cross Darning Stitchery Craft Choose length - 7cm	line_item	779643
7296	Courier	shipping	779643
7303	5PCS Permanent Tattoo Removal Cream Painless Maximum Strength Eyebrow Remover	line_item	779647
7304	Courier	shipping	779647
7317	3X REN Advanced Collagen Boost Anti Aging Serum, Reduce Wrinkles Face Serum	line_item	779665
7318	Speed post	shipping	779665
7327	15g Wild Cordyceps Sinensis Mushroom Supplement 100% Organic NON-GMO 四川虫草	line_item	779669
7328	Extra fee for COD	fee	779669
7329	Amount to Pay at the time of delivery	fee	779669
7330	Bluedart/DTDC Express	shipping	779669
7342	BORUiT V10 LED Keychain EDC Flashlight Type-C Rechargeable V3 Torch Work Light	line_item	779674
7343	Processing fee	fee	779674
7344	Speed post	shipping	779674
7347	Plastic Paint bucket opener Plastic Gallon Barrel Drum Pail Opener	line_item	779676
7348	Shipping	shipping	779676
7349	Battery Door Cover Lid Cap Replacement Parts For 7D Digital Camera New	line_item	779680
7350	Extra fee for COD	fee	779680
7351	Amount to Pay at the time of delivery	fee	779680
7352	Courier	shipping	779680
7353	18ml Minoxi Roll-On Hair Treatment V9O4	line_item	779681
7354	Extra fee for COD	fee	779681
7355	Amount to Pay at the time of delivery	fee	779681
7356	Speed post	shipping	779681
7362	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair Cover ++	line_item	779718
7363	Extra fee for COD	fee	779718
7364	Amount to Pay at the time of delivery	fee	779718
7365	Speed post	shipping	779718
7366	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++ - 2 Pieces	line_item	779733
7367	Speed post	shipping	779733
7368	Dried Blue Lotus Flower Natural Nymphaea Caerulea Egyptian Organic Herbal Tea	line_item	779735
7369	Processing fee	fee	779735
7370	Speed post	shipping	779735
7375	Minoxi Roll-on Hair Treatment Hair Growth Serum Nourishing Hair Scalp E	line_item	779764
7376	Extra fee for COD	fee	779764
7377	Amount to Pay at the time of delivery	fee	779764
7378	Courier	shipping	779764
7379	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++ - 1 Piece	line_item	779766
7380	Courier	shipping	779766
7409	Organic Ear Support Elixir Tinnitus Relief for Ringing Ear Discomfort Herbal Ear Drops	line_item	779767
7410	Speed post	shipping	779767
7393	Scar Removal Cream Repairing Burn Scratch Pimples Scars For All Skin	line_item	779771
7394	Extra fee for COD	fee	779771
7395	Amount to Pay at the time of delivery	fee	779771
7396	Speed post	shipping	779771
7427	Natural Hair Growth Oil -Carvenchi Veganic Organic Natural Hair Growth	line_item	787122
7428	Bluedart/DTDC Express	shipping	787122
7433	ML1220 CMOS RTC Battery for Toshiba Satellite A665D C650 L305 L305D L355 L355D	line_item	788761
7434	Bluedart/DTDC Express	shipping	788761
7437	Ghost Bond Glue XL Classic & Ghost Bond Remover Combo Lace Headgear Wig Glue plus remover set	line_item	791082
7438	Speed post	shipping	791082
7442	BLUE LOTUS Nymphaea Caerulea Hand Picked Dried Flower Natural Herbal Tea 5g	line_item	792130
7443	Speed post	shipping	792130
7462	1x Spartan Gray Hair Reverse Bar, Mane Gray Reverse Bar, Hair Darken Bar Soap	line_item	800232
7463	Speed post	shipping	800232
7464	Responsive Electrical Tester Pen 70-250v  Self Check Function Electric Pen Tool	line_item	802658
7465	Speed post	shipping	802658
7466	Botox Stock Solution Face Anti Aging Serum Firming Lifting Skin Remove Wrinkles	line_item	802979
7467	Speed post	shipping	802979
7472	5 Seconds Wrinkle Remove Instant Face Cream Skin Tightening Anti-Aging Serum	line_item	806819
7473	Extra fee for COD	fee	806819
7474	Amount to Pay at the time of delivery	fee	806819
7475	Speed post	shipping	806819
7480	REN Advanced Collagen Boost Anti Aging Serum, Reduces Wrinkle Face Serum	line_item	807169
7481	Courier	shipping	807169
7491	600 Japanese Horseradish Wasabi Seeds Mustard Seed Sinapis Organic Heirloom	line_item	811765
7492	Bluedart/DTDC Express	shipping	811765
7493	Wig comb clips 6 teeth for full lace wig cap wig accessories cloth wig clips black color - 10 Pcs	line_item	811767
7494	Speed post	shipping	811767
7501	100% Organic Batana Oil from Honduras, natural hair growth 3.4 fl.oz/100ml	line_item	811771
7502	Extra fee for COD	fee	811771
7503	Amount to Pay at the time of delivery	fee	811771
7504	Courier	shipping	811771
7505	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++ - 2 Pieces	line_item	811772
7506	Speed post	shipping	811772
7507	BLUE LOTUS Nymphaea Caerulea Hand Picked Dried Flower Natural Herbal Tea 5g	line_item	811774
7508	Extra fee for COD	fee	811774
7509	Amount to Pay at the time of delivery	fee	811774
7510	Courier	shipping	811774
7523	Minoxi Roll-on Hair Treatment Hair Growth Serum Nourishing Hair Scalp	line_item	811776
7524	Speed post	shipping	811776
7525	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++ - 1 Piece	line_item	811777
7526	Speed post	shipping	811777
7527	BLUE LOTUS Nymphaea Caerulea Hand Picked Dried Flower Natural Herbal Tea 5g	line_item	811778
7528	Courier	shipping	811778
7537	Sp-4 Probiotic Toothpaste SP-4 Brightening Toothpaste Fresh Breath-Toothpaste	line_item	811785
7538	Bluedart/DTDC Express	shipping	811785
7543	5Pcs AA/ AAA Size Dummy Fake Battery Setup for  Placeholder Cylinder Conduc	line_item	811787
7544	Courier	shipping	811787
7549	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++ - 1 Piece	line_item	811886
7550	Extra fee for COD	fee	811886
7551	Amount to Pay at the time of delivery	fee	811886
7552	Speed post	shipping	811886
7555	MACA ROOT Capsules 1500mg Peruvian Maca Extract for Men Organic Vitamins 60Pills	line_item	811888
7556	Extra fee for COD	fee	811888
7557	Amount to Pay at the time of delivery	fee	811888
7558	Speed post	shipping	811888
