ID	post_author	post_date	post_date_gmt	post_content	post_title	post_excerpt	post_status	comment_status	ping_status	post_password	post_name	to_ping	pinged	post_modified	post_modified_gmt	post_content_filtered	post_parent	guid	menu_order	post_type	post_mime_type	comment_count
4107	1	2021-05-28 17:52:42	2021-05-28 12:22:42		Order &ndash; May 28, 2021 @ 05:52 PM		wc-delivered	closed	closed	wc_order_5W7VURaAO4Wpa	order-may-28-2021-1222-pm			2023-10-22 12:15:35	2023-10-22 06:45:35		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4107	0	shop_order		5
4108	1	2021-05-28 19:10:42	2021-05-28 13:40:42		Order &ndash; May 28, 2021 @ 07:10 PM		wc-delivered	closed	closed	wc_order_0VMMuIukKmSZ1	order-may-28-2021-0140-pm			2023-10-22 12:15:35	2023-10-22 06:45:35		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4108	0	shop_order		5
4142	1	2021-05-29 18:24:42	2021-05-29 12:54:42		Order &ndash; May 29, 2021 @ 06:24 PM		wc-delivered	closed	closed	wc_order_TX3zeMmZSErWF	order-may-29-2021-1254-pm			2023-10-22 12:15:35	2023-10-22 06:45:35		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4142	0	shop_order		7
4263	1	2021-05-31 14:20:08	2021-05-31 08:50:08		Order &ndash; May 31, 2021 @ 02:20 PM		wc-delivered	closed	closed	wc_order_2uYpDLMos7fGj	order-may-31-2021-0850-am			2023-10-22 12:15:36	2023-10-22 06:45:36		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4263	0	shop_order		6
4265	1	2021-06-01 12:36:29	2021-06-01 07:06:29		Order &ndash; June 1, 2021 @ 12:36 PM		wc-delivered	open	closed	wc_order_A8LTctejwJI9F	order-jun-01-2021-0706-am			2023-10-22 12:15:36	2023-10-22 06:45:36		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4265	0	shop_order		5
4277	1	2021-06-02 10:00:40	2021-06-02 04:30:40		Order &ndash; June 2, 2021 @ 10:00 AM		wc-delivered	closed	closed	wc_order_xoJ5EtaaX9f3m	order-jun-02-2021-0430-am			2023-10-22 12:15:36	2023-10-22 06:45:36		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4277	0	shop_order		6
4278	1	2021-06-02 11:56:45	2021-06-02 06:26:45		Order &ndash; June 2, 2021 @ 11:56 AM		wc-delivered	closed	closed	wc_order_5zbPx3KW9O8jb	order-jun-02-2021-0626-am			2023-10-22 12:15:36	2023-10-22 06:45:36		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4278	0	shop_order		7
4279	1	2021-06-02 12:26:48	2021-06-02 06:56:48		Order &ndash; June 2, 2021 @ 12:26 PM		wc-delivered	closed	closed	wc_order_5Zzbd9YzfZYV0	order-jun-02-2021-0656-am			2023-10-22 12:15:36	2023-10-22 06:45:36		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4279	0	shop_order		6
4285	1	2021-06-03 11:37:58	2021-06-03 06:07:58		Order &ndash; June 3, 2021 @ 11:37 AM		wc-failed	closed	closed	wc_order_Vpv346tzx0aJp	order-jun-03-2021-0607-am			2023-11-10 18:30:19	2023-11-10 13:00:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4285	0	shop_order		14
4286	1	2021-06-03 14:59:59	2021-06-03 09:29:59		Order &ndash; June 3, 2021 @ 02:59 PM		wc-delivered	closed	closed	wc_order_pVqTomsQHLGnA	order-jun-03-2021-0929-am			2023-10-22 12:15:36	2023-10-22 06:45:36		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4286	0	shop_order		12
4288	1	2021-06-03 17:53:41	2021-06-03 12:23:41		Order &ndash; June 3, 2021 @ 05:53 PM		wc-delivered	closed	closed	wc_order_P2mH2qrx4NEDn	order-jun-03-2021-1223-pm			2023-10-22 12:15:36	2023-10-22 06:45:36		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4288	0	shop_order		9
4290	1	2021-06-04 10:51:14	2021-06-04 05:21:14		Order &ndash; June 4, 2021 @ 10:51 AM		wc-delivered	closed	closed	wc_order_3mdu41Nvuj6U0	order-jun-04-2021-0521-am			2023-10-22 12:15:36	2023-10-22 06:45:36		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4290	0	shop_order		11
4291	1	2021-06-04 10:54:22	2021-06-04 05:24:22		Order &ndash; June 4, 2021 @ 10:54 AM		wc-delivered	closed	closed	wc_order_3nua5GwQkJBXq	order-jun-04-2021-0524-am			2023-10-22 12:15:36	2023-10-22 06:45:36		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4291	0	shop_order		12
4292	1	2021-06-04 10:57:32	2021-06-04 05:27:32		Order &ndash; June 4, 2021 @ 10:57 AM		wc-delivered	open	closed	wc_order_GdeNzbjcPHrOR	order-jun-04-2021-0527-am			2023-10-22 12:15:36	2023-10-22 06:45:36		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4292	0	shop_order		10
4293	1	2021-06-04 11:50:19	2021-06-04 06:20:19		Order &ndash; June 4, 2021 @ 11:50 AM		wc-delivered	open	closed	wc_order_sKAiV2nXVlqeC	order-jun-04-2021-0620-am			2023-10-22 12:15:36	2023-10-22 06:45:36		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4293	0	shop_order		10
4299	1	2021-06-05 13:45:40	2021-06-05 08:15:40		Order &ndash; June 5, 2021 @ 01:45 PM		wc-failed	open	closed	wc_order_C8m3k22n2XF58	order-jun-05-2021-0815-am			2023-11-10 18:30:19	2023-11-10 13:00:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4299	0	shop_order		10
4300	1	2021-06-05 14:55:30	2021-06-05 09:25:30		Order &ndash; June 5, 2021 @ 02:55 PM		wc-delivered	open	closed	wc_order_yFERgZfcYOJOe	order-jun-05-2021-0925-am			2023-10-22 12:15:36	2023-10-22 06:45:36		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4300	0	shop_order		10
4302	1	2021-06-06 12:45:22	2021-06-06 07:15:22		Order &ndash; June 6, 2021 @ 12:45 PM		wc-delivered	closed	closed	wc_order_xV9bQ65KuRTT0	order-jun-06-2021-0715-am			2023-10-22 12:15:36	2023-10-22 06:45:36		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4302	0	shop_order		9
4304	1	2021-06-06 14:18:36	2021-06-06 08:48:36		Order &ndash; June 6, 2021 @ 02:18 PM		wc-delivered	closed	closed	wc_order_rKyZvIOOSL3au	order-jun-06-2021-0848-am			2023-10-22 12:15:36	2023-10-22 06:45:36		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4304	0	shop_order		14
4305	1	2021-06-06 18:37:58	2021-06-06 13:07:58		Order &ndash; June 6, 2021 @ 06:37 PM		wc-delivered	open	closed	wc_order_jkbLP1fu42BrK	order-jun-06-2021-0107-pm			2023-10-22 12:15:36	2023-10-22 06:45:36		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4305	0	shop_order		11
4308	1	2021-06-07 10:36:12	2021-06-07 05:06:12		Order &ndash; June 7, 2021 @ 10:36 AM	Please Deliver urgently	wc-delivered	open	closed	wc_order_XRSQTSANUuiaa	order-jun-07-2021-0506-am			2023-10-22 12:15:36	2023-10-22 06:45:36		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4308	0	shop_order		10
4310	1	2021-06-07 12:17:14	2021-06-07 06:47:14		Order &ndash; June 7, 2021 @ 12:17 PM		wc-delivered	closed	closed	wc_order_fihMTxeLUqFO0	order-jun-07-2021-0647-am			2023-10-22 12:15:37	2023-10-22 06:45:37		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4310	0	shop_order		9
4312	1	2021-06-07 15:55:51	2021-06-07 10:25:51		Order &ndash; June 7, 2021 @ 03:55 PM		wc-delivered	open	closed	wc_order_6n50HA339eTmz	order-jun-07-2021-1025-am			2023-10-22 12:15:37	2023-10-22 06:45:37		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4312	0	shop_order		12
4349	1	2021-06-09 01:20:53	2021-06-08 19:50:53		Order &ndash; June 9, 2021 @ 01:20 AM		wc-delivered	open	closed	wc_order_h2bNx7xEZ8Kk2	order-jun-08-2021-0750-pm			2023-10-22 12:15:37	2023-10-22 06:45:37		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4349	0	shop_order		10
4427	1	2021-06-10 12:29:21	2021-06-10 06:59:21		Order &ndash; June 10, 2021 @ 12:29 PM		wc-delivered	open	closed	wc_order_OqbxJAdp2K4wi	order-jun-10-2021-0659-am			2023-10-22 12:15:37	2023-10-22 06:45:37		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4427	0	shop_order		9
4429	1	2021-06-10 17:08:18	2021-06-10 11:38:18		Order &ndash; June 10, 2021 @ 05:08 PM		wc-delivered	open	closed	wc_order_eGkT4hDq5juMJ	order-jun-10-2021-1138-am			2023-10-22 12:15:37	2023-10-22 06:45:37		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4429	0	shop_order		8
4430	1	2021-06-10 18:25:37	2021-06-10 12:55:37		Order &ndash; June 10, 2021 @ 06:25 PM		wc-delivered	open	closed	wc_order_6LgjFvd9sNesf	order-jun-10-2021-1255-pm			2023-10-22 12:15:37	2023-10-22 06:45:37		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4430	0	shop_order		9
4434	1	2021-06-11 08:53:59	2021-06-11 03:23:59		Order &ndash; June 11, 2021 @ 08:53 AM	Fast delivery please urgent\nSome discount please\nThanks\n	wc-delivered	open	closed	wc_order_Qj8SKpA3ItXCW	order-jun-11-2021-0323-am-2			2023-10-22 12:15:37	2023-10-22 06:45:37		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4434	0	shop_order		8
4435	1	2021-06-11 10:31:36	2021-06-11 05:01:36		Order &ndash; June 11, 2021 @ 10:31 AM		wc-delivered	open	closed	wc_order_5mHohRkCJoe2K	order-jun-11-2021-0501-am			2023-10-22 12:15:37	2023-10-22 06:45:37		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4435	0	shop_order		9
4436	1	2021-06-11 15:19:53	2021-06-11 09:49:53		Order &ndash; June 11, 2021 @ 03:19 PM		wc-delivered	open	closed	wc_order_K6FJMPdJ6e9TG	order-jun-11-2021-0949-am			2023-10-22 12:15:37	2023-10-22 06:45:37		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4436	0	shop_order		5
4438	1	2021-06-11 18:00:46	2021-06-11 12:30:46		Order &ndash; June 11, 2021 @ 06:00 PM		wc-delivered	open	closed	wc_order_LsEEcKhllXWtW	order-jun-11-2021-1230-pm			2023-10-22 12:15:37	2023-10-22 06:45:37		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4438	0	shop_order		9
4452	1	2021-06-11 19:52:34	2021-06-11 14:22:34		Order &ndash; June 11, 2021 @ 07:52 PM		wc-delivered	open	closed	wc_order_V12E10DZL2wSR	order-jun-11-2021-0222-pm			2023-10-22 12:15:37	2023-10-22 06:45:37		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4452	0	shop_order		8
4453	1	2021-06-12 08:53:58	2021-06-12 03:23:58		Order &ndash; June 12, 2021 @ 08:53 AM		wc-delivered	open	closed	wc_order_EQXdQcR4WnNsK	order-jun-12-2021-0323-am			2023-10-22 12:15:37	2023-10-22 06:45:37		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4453	0	shop_order		8
4470	1	2021-06-12 17:30:36	2021-06-12 12:00:36		Order &ndash; June 12, 2021 @ 05:30 PM		wc-delivered	open	closed	wc_order_N4qpMHHpF3swH	order-jun-12-2021-1200-pm			2023-10-22 12:15:37	2023-10-22 06:45:37		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4470	0	shop_order		5
4477	1	2021-06-14 10:02:00	2021-06-14 04:32:00		Order &ndash; June 14, 2021 @ 10:02 AM		wc-delivered	open	closed	wc_order_piereCKDQNzfc	order-jun-14-2021-0432-am			2023-10-22 12:15:38	2023-10-22 06:45:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4477	0	shop_order		5
4490	1	2021-06-15 11:35:23	2021-06-15 06:05:23		Order &ndash; June 15, 2021 @ 11:35 AM		wc-delivered	closed	closed	wc_order_N1TlLop8ZrDSh	order-jun-15-2021-0605-am			2023-10-22 12:15:38	2023-10-22 06:45:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4490	0	shop_order		6
4491	1	2021-06-15 15:02:57	2021-06-15 09:32:57		Order &ndash; June 15, 2021 @ 03:02 PM		wc-delivered	closed	closed	wc_order_EbyZMrC8bgiSV	order-jun-15-2021-0932-am			2023-10-22 12:15:38	2023-10-22 06:45:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4491	0	shop_order		6
4492	1	2021-06-15 17:35:07	2021-06-15 12:05:07		Order &ndash; June 15, 2021 @ 05:35 PM		wc-delivered	open	closed	wc_order_18dR2vdHW4hSn	order-jun-15-2021-1205-pm			2023-10-22 12:15:38	2023-10-22 06:45:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4492	0	shop_order		5
4493	1	2021-06-17 07:12:39	2021-06-17 01:42:39		Order &ndash; June 17, 2021 @ 07:12 AM		wc-delivered	open	closed	wc_order_JpeY9DGplTs59	order-jun-17-2021-0142-am			2023-10-22 12:15:38	2023-10-22 06:45:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4493	0	shop_order		5
4511	1	2021-06-17 15:29:27	2021-06-17 09:59:27		Order &ndash; June 17, 2021 @ 03:29 PM	Please deliver via www.delivery.com, in our area there no other services.	wc-delivered	closed	closed	wc_order_I8tvGD8ac0AJY	order-jun-17-2021-0959-am			2023-10-22 12:15:38	2023-10-22 06:45:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4511	0	shop_order		6
4517	1	2021-06-20 09:34:58	2021-06-20 04:04:58		Order &ndash; June 20, 2021 @ 09:34 AM		wc-failed	closed	closed	wc_order_Aj6EG0uyNv8Ax	order-jun-20-2021-0404-am			2023-11-10 18:30:18	2023-11-10 13:00:18		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4517	0	shop_order		7
4519	1	2021-06-20 19:21:49	2021-06-20 13:51:49		Order &ndash; June 20, 2021 @ 07:21 PM		wc-delivered	closed	closed	wc_order_mwNqJ0RsJPpXx	order-jun-20-2021-0151-pm			2023-10-22 12:15:38	2023-10-22 06:45:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4519	0	shop_order		6
4520	1	2021-06-22 14:23:15	2021-06-22 08:53:15		Order &ndash; June 22, 2021 @ 02:23 PM		wc-delivered	closed	closed	wc_order_LKKYTpTWMWiX9	order-jun-22-2021-0853-am			2023-10-22 12:15:38	2023-10-22 06:45:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4520	0	shop_order		9
4521	1	2021-06-22 22:51:28	2021-06-22 17:21:28		Order &ndash; June 22, 2021 @ 10:51 PM		wc-delivered	open	closed	wc_order_W2iwY8162ygTY	order-jun-22-2021-0521-pm			2023-10-22 12:15:38	2023-10-22 06:45:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4521	0	shop_order		5
4522	1	2021-06-23 14:26:43	2021-06-23 08:56:43		Order &ndash; June 23, 2021 @ 02:26 PM		wc-delivered	open	closed	wc_order_SC0Yc13yQZuTo	order-jun-23-2021-0856-am			2023-10-22 12:15:38	2023-10-22 06:45:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4522	0	shop_order		4
4528	1	2021-06-23 15:05:08	2021-06-23 09:35:08		Order &ndash; June 23, 2021 @ 03:05 PM		wc-delivered	open	closed	wc_order_9Hx5J6XpEvMzv	order-jun-23-2021-0935-am			2023-10-22 12:15:38	2023-10-22 06:45:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4528	0	shop_order		6
4530	1	2021-06-23 20:14:23	2021-06-23 14:44:23		Order &ndash; June 23, 2021 @ 08:14 PM		wc-delivered	open	closed	wc_order_NCyXazQ4c5Hdh	order-jun-23-2021-0244-pm			2023-10-22 12:15:38	2023-10-22 06:45:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4530	0	shop_order		6
4551	1	2021-06-28 23:58:08	2021-06-28 18:28:08		Order &ndash; June 28, 2021 @ 11:58 PM		wc-failed	closed	closed	wc_order_anc7vGslvIGzq	order-jun-28-2021-0628-pm			2023-11-10 18:30:18	2023-11-10 13:00:18		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4551	0	shop_order		6
4552	1	2021-06-29 08:55:45	2021-06-29 03:25:45		Order &ndash; June 29, 2021 @ 08:55 AM		wc-delivered	open	closed	wc_order_84dJm28g3bkSf	order-jun-29-2021-0325-am			2023-10-22 12:15:38	2023-10-22 06:45:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4552	0	shop_order		6
4557	1	2021-06-30 17:36:59	2021-06-30 12:06:59		Order &ndash; June 30, 2021 @ 05:36 PM	Pls delivery as soon as possible	wc-delivered	closed	closed	wc_order_ZyLAAfpcVOwAA	order-jun-30-2021-1206-pm			2023-10-22 12:15:39	2023-10-22 06:45:39		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4557	0	shop_order		5
4559	1	2021-07-01 14:33:17	2021-07-01 09:03:17		Order &ndash; July 1, 2021 @ 02:33 PM		wc-delivered	open	closed	wc_order_QGshhSggQKNHY	order-jul-01-2021-0903-am			2023-10-22 12:15:39	2023-10-22 06:45:39		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4559	0	shop_order		6
4560	1	2021-07-02 10:08:32	2021-07-02 04:38:32		Order &ndash; July 2, 2021 @ 10:08 AM		wc-delivered	closed	closed	wc_order_4jAuwy1EM93hD	order-jul-02-2021-0438-am			2023-10-22 12:15:39	2023-10-22 06:45:39		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4560	0	shop_order		5
4561	1	2021-07-03 00:17:46	2021-07-02 18:47:46		Order &ndash; July 3, 2021 @ 12:17 AM		wc-delivered	closed	closed	wc_order_pAT0lOrIqwiPk	order-jul-02-2021-0647-pm			2023-10-22 12:15:39	2023-10-22 06:45:39		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4561	0	shop_order		5
4562	1	2021-07-03 07:19:40	2021-07-03 01:49:40		Order &ndash; July 3, 2021 @ 07:19 AM		wc-delivered	closed	closed	wc_order_2tT1B6rzmrrX0	order-jul-03-2021-0149-am			2023-10-22 12:15:39	2023-10-22 06:45:39		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4562	0	shop_order		9
4563	1	2021-07-03 11:11:17	2021-07-03 05:41:17		Order &ndash; July 3, 2021 @ 11:11 AM		wc-delivered	closed	closed	wc_order_G71PHYR5TTUPW	order-jul-03-2021-0541-am			2023-10-22 12:15:39	2023-10-22 06:45:39		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4563	0	shop_order		9
4565	1	2021-07-03 14:06:38	2021-07-03 08:36:38		Order &ndash; July 3, 2021 @ 02:06 PM		wc-delivered	open	closed	wc_order_kysMs6BfOEZyG	order-jul-03-2021-0836-am			2023-10-22 12:15:39	2023-10-22 06:45:39		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4565	0	shop_order		6
4567	1	2021-07-03 22:59:14	2021-07-03 17:29:14		Order &ndash; July 3, 2021 @ 10:59 PM		wc-delivered	closed	closed	wc_order_Y0RGL1dY9AvGb	order-jul-03-2021-0529-pm			2023-10-22 12:15:39	2023-10-22 06:45:39		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4567	0	shop_order		5
4569	1	2021-07-04 10:21:09	2021-07-04 04:51:09		Order &ndash; July 4, 2021 @ 10:21 AM		wc-delivered	closed	closed	wc_order_2fPBuATb6DoKF	order-jul-04-2021-0451-am			2023-10-22 12:15:39	2023-10-22 06:45:39		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4569	0	shop_order		6
4571	1	2021-07-04 14:00:11	2021-07-04 08:30:11		Order &ndash; July 4, 2021 @ 02:00 PM		wc-delivered	open	closed	wc_order_t3dXw4fGJL1Vv	order-jul-04-2021-0830-am			2023-10-22 12:15:39	2023-10-22 06:45:39		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4571	0	shop_order		6
4573	1	2021-07-04 18:18:42	2021-07-04 12:48:42		Order &ndash; July 4, 2021 @ 06:18 PM	Please pack it properly.	wc-delivered	closed	closed	wc_order_a9xlRzBTqOB1D	order-jul-04-2021-1248-pm			2023-10-22 12:15:39	2023-10-22 06:45:39		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4573	0	shop_order		6
4576	1	2021-07-04 22:28:58	2021-07-04 16:58:58		Order &ndash; July 4, 2021 @ 10:28 PM		wc-delivered	closed	closed	wc_order_srLVyriOKJ2aY	order-jul-04-2021-0458-pm			2023-10-22 12:15:39	2023-10-22 06:45:39		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4576	0	shop_order		5
4580	1	2021-07-05 20:08:00	2021-07-05 14:38:00		Order &ndash; July 5, 2021 @ 08:08 PM		wc-delivered	open	closed	wc_order_rImaryLfSOyFf	order-jul-05-2021-0238-pm			2023-10-22 12:15:39	2023-10-22 06:45:39		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4580	0	shop_order		6
4581	1	2021-07-06 00:12:54	2021-07-05 18:42:54		Order &ndash; July 6, 2021 @ 12:12 AM		wc-delivered	open	closed	wc_order_3pncx1WH2hZyH	order-jul-05-2021-0642-pm			2023-10-22 12:15:39	2023-10-22 06:45:39		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4581	0	shop_order		5
4583	1	2021-07-06 15:29:22	2021-07-06 09:59:22		Order &ndash; July 6, 2021 @ 03:29 PM		wc-refunded	closed	closed	wc_order_J6fft3HPpn7YA	order-jul-06-2021-0959-am			2021-07-23 17:47:24	2021-07-23 12:17:24		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4583	0	shop_order		6
4584	1	2021-07-06 15:47:48	2021-07-06 10:17:48		Order &ndash; July 6, 2021 @ 03:47 PM		wc-delivered	closed	closed	wc_order_TdYM9KWUzqfSs	order-jul-06-2021-1017-am			2023-10-22 12:15:40	2023-10-22 06:45:40		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4584	0	shop_order		6
4587	1	2021-07-07 20:11:59	2021-07-07 14:41:59		Order &ndash; July 7, 2021 @ 08:11 PM		wc-delivered	open	closed	wc_order_91oVFHYr8Bedn	order-jul-07-2021-0241-pm			2023-10-22 12:15:40	2023-10-22 06:45:40		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4587	0	shop_order		6
4590	1	2021-07-09 15:56:48	2021-07-09 10:26:48		Order &ndash; July 9, 2021 @ 03:56 PM		wc-delivered	open	closed	wc_order_8igkxZlBmuCok	order-jul-09-2021-1026-am			2023-10-22 12:15:40	2023-10-22 06:45:40		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4590	0	shop_order		6
4592	1	2021-07-10 20:34:40	2021-07-10 15:04:40		Order &ndash; July 10, 2021 @ 08:34 PM		wc-delivered	open	closed	wc_order_GkPj1L1s44hCD	order-jul-10-2021-0304-pm			2023-10-22 12:15:40	2023-10-22 06:45:40		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4592	0	shop_order		4
4593	1	2021-07-10 22:55:57	2021-07-10 17:25:57		Order &ndash; July 10, 2021 @ 10:55 PM		wc-delivered	open	closed	wc_order_yOlev4dHffRHO	order-jul-10-2021-0525-pm			2023-10-22 12:15:40	2023-10-22 06:45:40		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4593	0	shop_order		5
4594	1	2021-07-11 10:10:06	2021-07-11 04:40:06		Order &ndash; July 11, 2021 @ 10:10 AM	Urgently I need this. So pls do the needful. Thx	wc-delivered	open	closed	wc_order_dTH7ct1mnYXkj	order-jul-11-2021-0440-am			2023-10-22 12:15:40	2023-10-22 06:45:40		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4594	0	shop_order		5
4595	1	2021-07-11 13:17:00	2021-07-11 07:47:00		Order &ndash; July 11, 2021 @ 01:17 PM		wc-delivered	open	closed	wc_order_sAEQvpLo5zDtr	order-jul-11-2021-0747-am			2023-10-22 12:15:40	2023-10-22 06:45:40		0	https://nilgiristores.in/?post_type=shop_order&#038;p=4595	0	shop_order		5
